sk_d_aluno,sk_d_periodo,sk_d_curso,situacao_matricula,situacao_matricula_simplificada
f7b16c3d179230bdb76e84b378fd5c30be826398a6244c1202b0e0ff05c9903e,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
eb8cecce648423d7af7c90e3141186ddb322d913758cd533e68fddd8fb96d609,e3357db369315dface23ca8eeae3293fb2728b4ba0b67b52fb42f41730ca5be4,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por opção de curso,Cancelada
088b859254514f2d5831f37f7cc2994c8745a6e913b42645c2f336e810e16569,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Cancelada
2d2cfba0947ca7e2513126597ce2192f5c552be1c547850e2d33dabe7ebe9e86,75c6f2fd802d302b8fba180502263a9e4d636d08bed8ebd8d1a3d8fc440f229a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
dfaf735bca5c905887ad682fd6b35ac0307ab9fd62a26f4a24a65cfe7b51abb8,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
1ac730a4ccf393734f63fd1e66edc6abacb9b5ef30be136c0159c0d9a75a7195,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
9486693607b2aa667983a84ea3102701affc8d76f74753fe1114b0ab274edb96,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
56aeff47303fb9abd64033d1fb80f7add63f191b72600ec932fce6a3316b3fd2,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
b77b8255a1653765090c962eff3cad84a635f839cddd3fb1fa13eed4daf028f2,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
aefae7b5ff4e6226540277e30c70b38a8cc391a57931cb47258ac33710b9a0b8,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
872624bb86e33412384b065d5528c2bc2f9d1119586bd7e6ffcd14ddbdedfa9b,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
cedd3001980e0006943954cb72aca4200b382b666cec6a5ec1d1bd119ee95413,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
900a0bf2142bc4f740814d5ca9531f62d7112c414f9e5d4f5a5ec591c69148c2,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento a pedido,Cancelada
3a4ed720ab30c3bb4088b905dce22c206a2c702548b8d8ee76872e9ff5309d7a,b2f36db8a936f8061ad8468654ceb457288ea12c228a03b06544095e72e81b69,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
44e57ffee8d2203711aa884aab65ec2c401434aa2d67de3a4b804982165bff6b,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
8ee2df0d0cb88591ccd410ff4815690214d2635010c046860a74631df3df674f,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
e781554c7a2a1d8568eb30554aef0ba6f38eb928c6fc41213c249c79dca38816,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
3ed14106603ccb0ae4a855a8cceec0024aef000ae3b0408d48818bc72114bde7,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
56802fb21381514041ffe89cb7b8dcb9fd2a0d3a9e5b470e8933c5848f9d5163,75c6f2fd802d302b8fba180502263a9e4d636d08bed8ebd8d1a3d8fc440f229a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
c3f516e56c6feceafc598104a65a6c36d8d42a9db22d93f8a61febbf62b6330f,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
66eb49e01568a98852c78f1fff1fac679af907dc56478b43f33433ce507609c5,a931929b37429ec63d3207d7017794040e92c91e9bae26733d9b0fe7268be3a7,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
89d2bdcabf9a8ac4bc4242d4df8e9b2037c5c7c1cf90e065ce8c1ca324d5b17f,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono,Cancelada
fd0b11c084e24786be06dc00450f985c1835755972be83deb0d7f81b6be74965,e040382c23bb840e73a6d164aacda1b729fbae8e0ca6caa41f235a032d5dfbfd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
3a075cc3b9e95ab1353df470547934733a2c4ac31967f91ef80e707802c516b9,75c6f2fd802d302b8fba180502263a9e4d636d08bed8ebd8d1a3d8fc440f229a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
ef53c2a1eefbcff0eaf46a67da9f78721947499868617469ec72f2937b54fda0,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono,Cancelada
ecba6272251317162e4714c60664bc164d3a74effac1f98b8dd0829b1f6d381f,75c6f2fd802d302b8fba180502263a9e4d636d08bed8ebd8d1a3d8fc440f229a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
bc85fafec66780549ba6043aef8470ce68ec5279ef6d6057c9a306fab8bd896c,224c11eb2d29e47ad48c9f9f6b5ea32d4ac71e3607c11d7e0c51c17839d3789b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
33e7a230a74b3414f096642299c4696d9140ec4173992dd900fd2c0e9504d2aa,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
770f8caaf6c69bc856e02bef7f24b5fc274d1d7e965934a6a28387f34a826f2d,1eabe661ec79f3038b8b32ef1670b2634e2b15a4bf8630e0cccc14e0c6de2cf5,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
301348637ddda45c1a7f8143023685106af1e54471ef5e3b831930cfdef6857e,a931929b37429ec63d3207d7017794040e92c91e9bae26733d9b0fe7268be3a7,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
edebd99fc9765ec91e9feffe772181ee06309760cc592b82e2f96c73a8ab6796,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
46425bd6792e702addd12f59e0c38334961abd329b820d3b5c8aad8f4eda849b,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono,Cancelada
8bc23f15d44e1c0864af0fbb4ffbd7161cd92123ed8a29afafe486d31047d784,bd4ca729b9fae220048d499f7ec0983be62fd0e2dd2ac6a72e685fc855b1146c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
1d5e6b73df634d6508d807ed9f966a4e2160ed4fef0e086a79cf5f8948b3b4e5,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
de9ffeb8d49bc71b996de9fc3613f76c716b8b37e4005e90f2deb0df79550226,8a80ee7b5dadabb0ddc70d2f69bc6f899fd1048707431c2388b357a3828e66f0,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
ff66bce1496b2ff496ea46a6b85e8f73cbb01d63c068ea410c5141f307220ed9,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
f05641bf58e64ba3aeee9de6df8023f0dfdc1559ee9dbad6ab1092e05422cf60,75c6f2fd802d302b8fba180502263a9e4d636d08bed8ebd8d1a3d8fc440f229a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
43a44c3b7a0870ab1ff9a5f0badeb50458c59b4690fc3de3e1fcdc89108a6cd2,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
746c42ac89c0a97bd62c32141f3a5332d5272992b811de2af521e3d1fb9e6023,e040382c23bb840e73a6d164aacda1b729fbae8e0ca6caa41f235a032d5dfbfd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
2ff7edf49c59ebf5c71867ee6f6edd3da04a27a0d1d4011f7178c35ee3d71048,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
8b422864ca53fb53276d8381c4e76e8456fea0614667bec7566cbf9721276d3e,907b42ffba4f3282f096d32ac2f9d0e04a91c872177f299b3c9cd3e362440b3e,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
975c3ac0a9a5d7106acaf9287fa916a992c58ba2c233138a80f1f8e0ad573c35,907b42ffba4f3282f096d32ac2f9d0e04a91c872177f299b3c9cd3e362440b3e,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
177c5b1877d4a441178549c00f0df3e1f63913d27beccb0476bc9897479c5e89,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono,Cancelada
1ee9003cf4a2a44f2085dea6455174f92310aadbbc322e6fca5631ab4dd2aeb6,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
6ea237056cc4119df6dd08e91c993ad0cc0b2ac1da2317082d8ce56c64cca6d2,76f3cf6a759b1db8960ab8d4391d06db231aa88ebec4703923ecd7d1c3114a36,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
61f818323d73282ab48bc09eb9a91f5803400071c39dcb41f48c75e16c6b5e6e,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
4875081e6d0bf7bd8bfa31c083dc12be6885df930413087ac568d0651d68ed92,c081d2f2f93fbb27801cab73e1815a4ec3b248df144e41795653c6e40a958971,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
43ac74afd953f32515ea87102d1c9763f3bccbe23a777e5ade07e8318fff0a26,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
cd62c43ac89d594a85b23d000b2c9d1c63daea5932afba8fb853aaf921ecef84,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
fe44b36089b948c9c8175589c1b87008977334f3b893b332bfb86a00a103bada,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono,Cancelada
e6c37b83b6da1f30943dd5449653c87109382573529e319de0d5109398408c14,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
b7cd67b11c8c19358f81b2827b6f1e0f9caaa4b18247b836486a88c0951839ce,7fbaf654704927cabb4e26d8587cfccbe0bf9697ef94e4fdabdfd2daee1ade8c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono,Cancelada
1497cd780bc690a568988fb2d018d8aff63a888b8d02da22832e0f05039b1017,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
91601b6a23789967a4c149d15ae5216a3affcf7310a6af0f0a30fa2e0a3584b2,e040382c23bb840e73a6d164aacda1b729fbae8e0ca6caa41f235a032d5dfbfd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por transferência,Cancelada
23ffd84ed885c3e9e68a9324084dc95fee0296f32a429fb124e59acc92b95f37,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
8fb127006b3b91f8892392fdb23fd87b11bef72e4022f573a95b2b3976664122,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
f8c6100226e967eb3dfd51a549f6fd5ea032a1e99c3d9fd07b7b27333bc4ec88,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono,Cancelada
9c25cdff7c60e82dff1997a72caf62320f4aa0185f0e903da48c774d2ef2b21f,bd4ca729b9fae220048d499f7ec0983be62fd0e2dd2ac6a72e685fc855b1146c,18d23ee40f36af9a5cbd3ffe0e233fd62709a75b2b0ce307daf9f837c7cd5ea6,Cancelada por conclusão de curso,Concluido
270b47a5adefcc6fde7f3b45675b05b0888d9b43baa9211e9901b83662a5a689,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
479fde0665273ff43f0c100f981c00760899b303fc89421b00742b760f60a1dc,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
a185f202158587711ff641f325a04137d8e702257977af8c0ce15e69f922cfc2,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono,Cancelada
c27b91d0390479c99f78114d1c999303571fd980181db599c8d17020de40ebf7,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por opção de curso,Cancelada
ed40c81bfc717bc61e85ab9803dff488351a6694d572a1473f9121a7b92dcaa9,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
c099dd5d01e2dde431c97725f8c8c3fc03a34ef84632d402f86121a111a5d9fc,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono,Cancelada
d8afed9d262fc11aa9d1b122c638948a20a5f62b97078c4e3b58b36534cab813,e040382c23bb840e73a6d164aacda1b729fbae8e0ca6caa41f235a032d5dfbfd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Cancelada
8a28713cf00a3c44898db9dd4f2025a078b64c11a085a65352838b9442ffdf8d,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
78448a3d5a109e3f8378e73f2421cea0187c8bd275ebc50f0452297c7549774c,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono,Cancelada
e312a1e7e614c6a4d86066c380bd35b91123f0278b9ecbad9835f679bdc8fb5e,bd4ca729b9fae220048d499f7ec0983be62fd0e2dd2ac6a72e685fc855b1146c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
2967fbcbf6fc8cfc56a20af5b1f9ef2f0b82be0812038be1d4a552de88162bda,e040382c23bb840e73a6d164aacda1b729fbae8e0ca6caa41f235a032d5dfbfd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
2b150658eeff852ed5765bd1198b0d9df19333aac385d43cc72c4616c8a990fd,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
d7ecbbab3b494761f5a8ecdc330d51f5494c2ffd9d78b9a6197a0a113a3ab163,3640020b44be046a9c8f5393ab9def05bb71e4fe9961a4ccf0a9791d4bc2a3e7,18d23ee40f36af9a5cbd3ffe0e233fd62709a75b2b0ce307daf9f837c7cd5ea6,Cancelada por conclusão de curso,Concluido
58ebc3c1832bb7ce885a52dd0d18d3a50ce2a1a6f3244bb393e416b4345a9553,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono Definitivo,Cancelada
dd2edc22ae20ab3130ff5a46c9994a8440914976758f1d30e328532cf2100ce2,3640020b44be046a9c8f5393ab9def05bb71e4fe9961a4ccf0a9791d4bc2a3e7,ead5722322132547db9b89147353c2c974827173daeeba09dccada7d6aa48caf,Cancelada por conclusão de curso,Concluido
6f367371a0c8da5c66a6b1a0fc6478649bcf3be90e0ce7a2256f876b23317604,81684e276b6c3eb41e2872e5bf148226f48cdf43c5be3c9233f3c8ddef59f55a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento a pedido,Cancelada
13f257dd243a728b178c90213138ab74f27298dba8d86d1def0bbeb94c2f1461,b2f36db8a936f8061ad8468654ceb457288ea12c228a03b06544095e72e81b69,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
5b001ae989c5ce1701358754ab86d7ec2958342be5350d07dbb4a88e0e3a8a46,75c6f2fd802d302b8fba180502263a9e4d636d08bed8ebd8d1a3d8fc440f229a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
8831b897acb4ee8f26acb0dc003353bbbd4722b4b28eac78b9cc6d7350f7854b,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
facd4ae2764bae2d3bb02fff56816c16b862a44d26db49fcaaf8a94d775dcea4,78ba596a4611e2f56107187247ad80435e69b9ca008562803430318636529353,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
269e0eb1c8c5bac79580be196597b7e1d574291fc10f0c448cb6b2a7a2254599,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por abandono,Cancelada
3bd1341e83586155e803606021a40147e005092fb043638136ea650b114e9ba5,8a80ee7b5dadabb0ddc70d2f69bc6f899fd1048707431c2388b357a3828e66f0,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
769289cb327db85372ba7cc1e67ac79ebae9991ba6031ae32d127c5085531210,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Cancelada
48d4e5d40272e4a4ee9d45238080e9d402c5830b8e2ecd2ad1144054fbf67395,b2f36db8a936f8061ad8468654ceb457288ea12c228a03b06544095e72e81b69,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por ultrapassagem do prazo máximo de trancamento,Cancelada
8b8f1c9a2f5df970eeb4dd3cc5faa520205c9ca61136379cb9f521c50871e086,932b055d485607e351134c2dab78b5c0d01a3a5c30630e7f214daddf25aadfbd,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelamento por opção de curso,Cancelada
c53ef81bd3c3380b6297b67e7c036e27c6512804fa4833c28b8fa41344eaaeeb,bd4ca729b9fae220048d499f7ec0983be62fd0e2dd2ac6a72e685fc855b1146c,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
6f85cabf9d0a057054c6a6b3baba42e8119323846285cd43d463d8b81daf6fa9,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,18d23ee40f36af9a5cbd3ffe0e233fd62709a75b2b0ce307daf9f837c7cd5ea6,Cancelada por conclusão de curso,Concluido
c17e3ac7c9a6ca4d0b1377c204d3360a0867d6ce884fb70a66069c3b47cf7f68,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
8d269d3b4862fc55866f4e76125b226207b0fbc89d43f0fa80df35a10c2fab35,6aa4d8e425e255ac24c50eab3925ed6725e24f57bfae1f23baf616716dd90786,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
768aa8edd230a5e7e0e7fdea5b2ce469e39e253dce8ddbdeb4376d4f85c9ff68,224c11eb2d29e47ad48c9f9f6b5ea32d4ac71e3607c11d7e0c51c17839d3789b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
3a1decb67b0a8fc6a9d7e19b8ff082af33b16b5578d2116eaab3923871ca8896,157e14c3cf817fe86157aeb6e500f2db5ed9b2a65e79b886832267b887863faa,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
f9e997fd4fe1a4a4ec48c9f5e2b7b878205423b8279bb90da0233239ebf67e67,a8608082b671dc32d0f486fdc74d98eca1d6b397f6ec5d33996fef1e76f63d57,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
fbaffbf77f8f513a6f2216dadc87ede857443c46c6c4bd42b64233e955bc48fe,af00ff19baa5f3dd256a035daba3da66e989aa724bf3bd4bee6b78f97e5d9250,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
621c53734ed184b1481900485aafcf8b52d4ecf3e10c50645103fb29fb5836fd,75c6f2fd802d302b8fba180502263a9e4d636d08bed8ebd8d1a3d8fc440f229a,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
adffd856e82bb390e14f770846a8b7db4250e4a1855bf7493667921083c56964,224c11eb2d29e47ad48c9f9f6b5ea32d4ac71e3607c11d7e0c51c17839d3789b,d77d7f63a0b49ea382bbe247fc46373d2cdd760b5410c844199f77341e3ec0e7,Cancelada por conclusão de curso,Concluido
