sk_d_disciplina,cod_Disciplina,disciplina
570459f5a5b3632b3f6777d1a7a3ad0f66ce9f1c0181db295a51334c1a3bad55,BAV112,Projeto de Design Gráfico II
42dfd91b5f26c9d1b890a82f4f05c2e18e3773c01934f3ea2231fca0be79235e,BAV113,Tecnologias Artes Gráficas
534b13168626ba143f32321557fd3dc0eec19bb7538979534c1846ca1483bb51,BAV114,Design e Gênese II
cba38d33ff9b8acc4d2de5395649c74f8dbec5f7be24a2335f4f893deb791401,BAV115,Teoria do Design II
1eac9aaf104f857d4d390b6a70d8f86bdab628d7288e842882e5b40b7cdd3590,BAV116,Oficina Gráfica Digital
a951009b37a4df347f4346e438d7b9c7b22c3c775cd180325fc2bdec56c4ee93,BAV127,Fotografia
f09640dbcb4d4ae0e4437d3fc549020885105d84f00a59221dc0a3288517869d,BAVX10,Laboratório de Fotografia
2a5ed87eadd2cb5b224aff26da1cdfd409f64909c561bacf4679543415a5ca94,BAVX11,Lab de Experimentação Digital
fafec80eb2681bb593ee2ba70a7a216e00b6f241716ef876c0e9e01e7bdc05cb,BAVX17,Laboratório Design Gráfico II
e966b4540f15d9aa7806825fc0c2a3209360ad86a3451567fa896bedfe597a32,BAF208,Modelo Vivo - CVD
c26c95f898cf36a2e5738c8d048dfde38251b7eafd09b05f0b223eb1c5ca7d0d,BAV202,Projeto Comunicação Visual A.
c00e9d0e2b6acc0252dc6db97b1559d4d890865b9e6de5a664dc95389428629a,BAV205,Projeto Comunicação Visual D
4653ca1d84ac11ebfccd74725bffc4b0433d42041f975b9278d3bd27966c62e9,BAV207,Mídia Digital I
2da2a6c735cc0658d3b6a24e53c92db3e90a4bd2c33769f16654a4e4aad574a5,BAV208,Design e Gênese A-
fdbcb16430baa9f9bbc2fc209033caa17d3997785f9ca0725e83bcbd7f89acb8,BAV209,Design e Repres Bidimensional
393aa712aa1750e777d0e4308719d9dce3cb3a93990ecb534b6e6125d2413ace,BAV360,Analise da Imagem B
3a13b69a95bd41d7bac7dd064dc3c640f087e4049dcf8f97f348af8797347e3e,BAVX12,Laboratório de Projeto A.
1cafb27505f90a3149b9322d68556bcdf0ed7fac3705e27c54bc80d1f8aeb01b,BAVX15,Laboratório de Projeto D.
904111263898b01cf10123358a147b6145aa798f5163b52cbc7f9c2b263fe78d,BAVX26,Laboratório Mídia Digital I
80e563e046cdbe7a8eefe280f9867c8e158c681d322edd6a74ce5de47410dea9,BAV201,Foto-criação A-
1182b94f28447807e2a0df4813a49804dbe38067818d12541047e6adecf5b5c0,BAV217,Mídia Digital II
5f8ace742b922a2a6202dde2e24fc1fcd8a822b2a437529d8ceb608701352b6b,BAV218,Design e Gênese B
184d9679439da0af4237a183fbd623cd1d9a28a1224a13ca50789d7aa5d594ec,BAV219,Gráfica Tridimensional
63e1b31932fa2fdbe40a003813d31e4286780fe5f5c7d15bb2b6b49d88d370aa,BAV223,Projeto Comunicação Visual C
f217cd7098d637c27a010e951a2cc7f183ae1ef68fff9b527f384a780ca86f0c,BAV225,Projeto Comunicação Visual E.
5bdc0d6d616ddae5642b7dffa40212fa19ef2fd92e3ede2a6c6708d23a40d6e6,BAV482,Análise da Imagem C
0e11853481b799f42fe78786423b085658db3e443acf5a1d44cddd5cab0e1d38,BAVX20,Laboratório de Foto-criação A.
83a6aae49dafb3a9d6f39edb536484481e27df85f63b0baffef7cbe38199a8d8,BAVX23,Laboratório de Projeto C.
c254397754adddbc4e89de1b6e91b52f9459e268b4ba3697c6c2f59024f0d8b6,BAVX25,Laboratório de Projeto E.
015af6dc4a202eb948504960f36edac7706ad55291b36b340f8780bf65117f4c,BAVX30,Laboratório Mídia Digital II
4f27324c455a93f564c2a3d19c671b528decf5818b32f295ffdd368ebf6d43f7,BAVY05,Tópicos Esp C. Vis Design V
41687ee2eb1645338b30e180ff308c41bcde3ea50d16066d5cb2d187cb484789,BAVY06,Tópicos Esp C. Vis Design VI
55fe3b21fb6e08de57775c70b9e4053507e3dfae2bd9216d5e42fa13eaedaaa5,BAV308,Design e Marketing
b94886526b2deee37dafb9e3ff327c1bcaba45d0056003033ed91c42c08b8cd0,BAV312,Projeto em Comunicaç Visual A.
e9dead6e3189b6ce62c9901a97952f05e7dfec2a27d58996b0f301ab4304dcc0,BAV313,Projeto em Comunicaç Visual B.
7d550ba9af387c027a6a512c8337f32d64d29a522058fb0869fc4eb0fd5b89ab,BAV352,Analise da Imagem A.
17c6e6ba026b683160599dd137a614bf30da467d985b5289d2fc0ee99e023355,BAV362,Tecn e Producao da Imagem B
53536fdad68ba5ef5a58f496a717a65d3d6fde4a4853718b9f97c2f285110017,BAVX36,Laboratório de Projeto A.
661c95f865cc15c1ababafa7ff5660a4ab32c8af03bd55d47f20a4cee2a86239,BAVX37,Laboratório de Projeto B.
d8deb4f0590af7d3168d9906b68c35fe59b143f1db7ab3593419e5197d989c3e,BAVX62,Lab Experimentação Imagem B
d805407e994145cf08e8a1a9e7b041b2cac72bbcde59430ad84a0f86d875380c,BAV317,Teoria do Design III
9dccbbe37eceab5704c613a73cb975c5afb5af6469967bd1f2d1068791507eb0,BAV318,Design e Prática Profissional
d1df539c738091d204b3309b9bddbed3520b0b7b0efadb637b9c6d9624b7c8e0,BAV319,Metodologia de Pesquisa em CVD
ebdd17ae9465e152f5c37bbbed86b7800a84785bcd80eda8c10db533e999dc7e,BAV364,Tecn e Producao da Imagem D
66d00f2740d8cb74914ec5b617b235250588b4d4106ee1598ea7c3c13b29e9f6,BAVX64,Lab Experimentação Imagem D
04b62f49aca35df07673132cfc65d686209f27451b3c83add231e9f92985c045,BAVY02,Tópicos Esp C. Vis Design II
3bdd556fe05c8d84a83c93b9cbc989963b84139a8b2100c22637784251d99ecf,BAV314,Projeto em Comunicaç Visual C
474fd780330b813cbf7496a026bfa651ba35532bfd15dba7b5eb76cf6724ceb4,BAV316,Projeto em Comunicaç Visual E.
0f0d7bcbeb49d4e4a48ba88f8ef707eeb4aef6d583298e4b3627eee648168689,BAVX38,Laboratório de Projeto C.
5a2816266dab68ed05ea3d29afbbd8db81709ac5fd7a4e898d014a694b1e1916,BAVX40,Laboratório de Projeto E.
4f98b5b16c4752270aeb7767661ea4024665476d12e0947d0216d1ac443246af,BAVY01,Tópicos Esp C. Vis Design I
e532cd2f9bceeb0c09f5c329095040176846c8e6f302a7b46be062ac1709a339,BAVK01,Monog Proj Grad com Vis Design
dbd8b66efeb0131cf5e8bebafe86eff11c8061a38c64b172edccbb2ce5251f94,BAVX00,Laboratório de Graduação
aea9e84df635af87059f375e2cf29037b34068fa9b590bf3723e9d4785372ed8,NCG005,Redes Sem Fio
2993d4dc62b0aad60f2ae761bc2189f1de9fdb13ae2383cd73ac8e36369f03af,IGGX11,Projeto de Ext em Geografia II
9c9478b23d3591bae7d35a8532ab2dbb4abc3a6abcbef5e3ad8fc3d1c3d94167,IEE531,Economia do Empreendorismo
35318672e326e0f96a77cedb97ac271ae98988e16ebd94ffceee251414a90772,BMB113,Fundamentos Biol Cel e Mol I
381252407b56562795c904a6dc82ebe3e455e9e1d0eb85e70d9c2aa6d7f06038,CFB113,Fundamentos Biol Cel e Mol I
945c3038a764ea9cce5c589319aa549483074af7f5b56fca73228add1e4f6d98,FIWY03,Introdução à Pesquisa I
a28cfa72e13acc12e1ff9d7fd43eebfb3a0f493be1b5d2c7b76b7adc69303886,FIW366,Lab de Matéria Condensada
ad61bd45415cd1f922ead858d91307a6aee38aacc798c27eb5b57721f618c0cd,FIW475,Física da Matéria Condensada
722cd6e42f0395f399d1b4b67ccf39480ef231c56e3b0b3048379af55ba05b51,FIWY04,Introdução à Pesquisa II
708a22399f4d59dd1a9fa29eefc51b282aeca0d650e44a772b424bcf26f265b3,FIW365,Mecânica Quântica II
117ca5c1f78f0ddf3cc5b822b3494ea4200e3af1095c2814f5e1736dc72e64fd,FIW474,Lab de Física Corpuscular
246d1150d801ae37273643b160b79e8e1a57c150cd45ca3391d9b63a8c9ac17f,FIW477,Fís Nuclear e de Partíc.elemem
e642957f471952bb77727ac627b8885f18ef10d44ce46ab78ea37d078372faee,FIWY05,Introdução à Pesquisa III
ec6eb7a151c4f40f08599495ca1ab6939e96e35fca5e60e4088b68dc4647bc68,FIW476,Fís Atômica Molecular e Ótica
f4641bb298156af192100b15bc14f93a79b1c2cc82db9c7ff022f099be1d0b22,FIWY06,Introdução à Pesquisa IV
c26287491d56299a44940aa4bc097b1102521576765d347ec7937eee117cd11a,MAB638,Computação Algébrica I
1570cd549b5ab8b3366304475277564730679f3e84b524537d73e19adf5eec1a,MAB610,Computação Algébrica II
c6c00c1f2ab3880e007415e6b4a30a854465a9ee30e2097237399928e65369f8,FCH001,Introd Est Rel Internacionais
a150bfc340726545a5aae14f64a8e79453f87444ee16484c9d974193f3cfa701,LEG101,Ingles I
d91c58fb02c14ae49a3037e488a34a3be79f5c012fbeb2fba249f58c1936927e,REL121,Formação do Sist Inter Moderno
de27519c29cc2b0dd56ff012fee2007901cb29617c6d51980704271b06e267d6,IEE515,Economia Politica III
dc85b1efec2382f043214a22868be0aea257c2e048e3caa2a69a03ec0dd32ec5,IEE539,Economia Política IV
259dfc5cf014bab587a5b0063bee01e36f63e63d74c60eb8810a6cd244ceb57f,EEE200,Introducao a Eng Eletrica
9258d00c1d946fd560803ff35de15d23580424fc9302ae2fd0dd90a6d11ef364,EEE466,Circuitos Logicos
393c40cd721da2fdbb0ebb6700800a4b7650ca31f46de385a54aa066e5779e52,EEE642,História da Eletricidade
90f90176adc55b484a4cfe497bdec172abba5d1e5333bccc993d09e0da5bd2c6,EEE467,Lab Circuitos Lógicos
4c8d647baf5d24829ea4600232ccde794812002df310210d3868bf04b64e189a,IEE616,Economia Financeira II
04c32420c1f61f75e7fc8211a690041f5f3b652c387b0656795d4572ac360281,MAE001,Modelagem Matem Finanças I
724aabfe43d9523fae1abdbfc3b607c3ecb16af72f3445c605b9e40b3834d90f,ACA572,Sem Avanç Finanças e Controle
dd4358aa425429bee988d79ffa42c20bafa6c3540e19181736792329768c3769,IEE532,Dinam.Tecnolog.das Ind.Energet
7c7e44ee2fd49ff6003758e61aec4dba92c7e0ecd5962e84ea6f195de3ca38c0,ICP510,Teleprocessamento e Redes
99d1b9abb39b77e4d14372e435d028ea65ab38bd2e7cbb9ae4a3fb9928add84f,CMT111,Inovações Cient Tecn e Art I
e5c3a10784d95ba76e4b33c759398deac27cb4849937ecfbb95aa1e61d89730f,FIW112,Introducao à Fisica A.
92452e1d828b44f06ec89b776c72fac93f9a1bb8428bb9834f7149ee963e194f,FIW113,Introducao à Fisica B
f50ded09e5720d07e58d49c89adcf1328c3a34cc22a448739e6dab7043a120a1,MAW113,Introdução ao Cálculo A.
1eb3158e3638fcfd21396be6703879e5f69289285ff29e93d8e10430312fbd57,MAW114,Introdução ao Cálculo B
275c2957c4f2d8f24043dc935b3d9ba1df4ac610dc2958d70db2e20e6ec04785,CMA110,Tóp Gerais Ciências da Terra
d2eaeb3120fa7cbcba694f8e17f50a20c22b6925372379678d1461086ee03424,OVL111,Introdução à Astronomia
813c7ff9e684949ab509957c44f5dd71959e5086a41f6d600825b42fb82f73cb,EEI625,Gestão de Projetos Solidários
226dd5a1d932d4f2beb7490f947fbcf5d5819076b3974d7023a9288fa99693e4,EEWX02,Proj de Extensão em Engenharia
ccbe74b0404f87b61f1ef87c45a197142baf6477ca736a16ec0a047c0386b07e,EEL970,Software para Smartphone
e5fceaf8f19da73fa1c54e29207a28a426b7f6f066093f21c15821a646a0b945,MAB125,Projeto de Jogos
c7a4b41ef992acbc77019754a735a1f89b04f025a943d99c0814b4bcfe40971d,MAB639,Computação Quântica
5c15d575e0f52d7bf872c3251fbf00e3aff56a82563b611fb03e8a01ae75a478,COC361,Inteligência Computacional
b858a49c1cdd0254b0b5b833890ee4e6307e36375029da314b3a63a98ff6126d,MAB006,Internet das Coisas I
8cc35ec76d39ae78d41d331d8f1e1e7e30a99bd191466240717dfdb1539b4d49,MAD231,Estatística
e94a1bf5c7c337230e1d228b3cd4b6f5f958b200ca661edaba659b9d35097865,CMT121,Inovações Cient Tecn e Art II
3d45298a7f98e3270afda79974a425b9df2253057f15f4d90b862ca4e4de15a0,IGL115,Geologia Geral
949eb0f242b3974a0b821f9c7e73fbd25766280346a94fbdbed55ff70f4bf445,CMT231,Inovações Cient Tecn e Art III
088bd2d60ae75b2e950e26368d1372ebaa8d656e14b4a30766adba6a1c66dc60,CMT009,Oficina Trab Ensino I
be3d90b8850961c71451169023dc73a94b03cf080ae575ec2b2d9d4d20b8b47e,FCA218,Antropologia Cultural
e4c267ae70315553a5e477c3041e90590dcc670aecbf79015893e8e01842fd01,FCB113,Introdução à Sociologia
9e899777634bfa15e5c49dce86212892e27e223a8e64716615fb2a639444f300,FCB117,Metodologia das Cienc Sociais
d93cee5ae00d90a4594629387362bca3c012a247e0dce9c69c4fd47a69e826cc,FCP104,Introdução à Ciência Política
168bb7e988c0bb953ae247e0a09faf69d456f46233a2e097c4fcb257bfdf8b0d,FCA106,Antropologia I
6d06e10c03feef23d6b71d1a3661fc28603bed35e77f8dd40cddff53229cae59,FCB105,Sociologia I
4ff5ae233ee01f5fa4d0b6fb5cddd5b3951a8c10099c09e8a8cebbe517c3762b,FCH205,Hist Eco Soc e Politica Geral
9e00898587eaafc28ae5d41de1201c28f5f59d903e162fc2b86e0d94d25ca8ec,FCP107,Ciencia Politica I
8fdc4092b909c61aa01f4b70afdc5e77506b71175fff87119e1fefd24895d78e,FCA204,Antropologia II
0e506105cba3d7e44874cc0ce96a520ba9cac0a5c3ca8e21c99457ba70b04dcd,FCB203,Sociologia II
7b7fee6d6fb776c55af5a57cb6b5295d30c6652e9b93829367a2c7c81c6562f6,FCP206,Ciencia Politica II
611a3a469ba449a949427e5ff8d11c0b96b1620066f302ec3c54246ee43226f1,FCP637,Teorias do Estado
4f197fc223d3bbe8ae8ee9263710c8cfa81367aea5cffab045473f29e1a7cd92,FCP638,Teoria Politica de Karl Marx
f4af8cbe70766d3f61a830a0c933969a2ea7665e13afb6562bc0603e7f66d8de,IEE108,Economia Politica I
e6eb4360e6eab56cb0d0e34e94a27321e98fdbbe85bacc0c6677f2d5a724b2a2,FCA242,Antropologia III
2ebae298f5759224d5066267af8ddef4cce0374400228dba246552384cf8cf31,FCA623,Antropologia Econômica
c797c04248e6afdf346e6552baae138de8725a577ac8a281d2d1a8940e003fe7,FCP243,Ciencia Politica III
2474ab7689fad8f653e958b14539638ea7c4049682bcb701c139c21d166cc696,IEE208,Economia Politica II
7d6d6e424507244a3babe5240270d9b1867bf4ee21afe443ee48f9be9bccbe35,IHI001,Hist Eco Soc e Pol do Bras I
9610fb03520bd079dc59ae811992a8f9f22c7cc3c797fe13d5b9f2517baebead,FCB350,Métodos de Pesquisa
1e490c5b1bd9cc4f9a27c28c5854fc18edb998a8c7363a4df4d2b9ac6b6863ed,FCP351,Organ Social e Politica Bras
2f2864c48b4dea9f22030928a23e9f5b137a8c2eec903ee8bc97aef997e70a17,FCP647,Politica na America Latina
a1e92fa1d6fb79516229bfb33f38d97f0c198b63a9c6a273e09263ebaf2ec0f8,IGG121,Geografia Humana e Economica
d5377d80f3c3fdf948fc54ba21986573a3b1ff9bab9d59b4c4906dd1c762e557,FCB618,Sociedade e Direito
6392fc94650f5376f142e328de2ea8199876e6cc7f4c6b7c67ca20568641cafa,FCB652,Logica da Investigacao Social
417dae05364595aacf446d9456d44414f08faae6ca0c7fcc0d514241bb578425,FCF615,Etica III
d5784d3de8e782f4c2e1a3b05c88cf7b2a989dc87674c265ad3e85939f75ff89,FCP639,Teoria Politica de Max Weber
4464aa673405d343b1b5b069f8bbf437fc25f7fac720b5fba8ef10142c42eff0,FCP641,Análise de Políticas Públicas
201b494ec35e47e9980d7a84733a6879d16593fea33e00c14407ecbe9c06d212,FCB241,Sociologia III
9873c51207c7a488c5b82c50805ea9fe12ced9ad8e2f1cdbf01a34b68e6e4550,FCB512,Teoria Sociologica II
2bf31d5f29772681f8f67fe639f6dc073755073fbb4e0bb430d8d48cb7bd9aa4,FCB684,Lab Pesq Audiovisual/Docum A
0423534877f56a655e05130b19c55c5844582fa5b07744370c65b91429fca2d0,FCF353,Hist Filos Contemporanea I
bb682724107e61bab1016211f7e8601f10f3214876b34d74b283c959fc748899,FCF637,Hist Filos Contemporanea III
94ad3ae36cc6095da5236b5b27a73351d71f88e413d5cf4c8eaf49a15bd239dc,FCP646,Polt Brasileira Contemporânea
ab8e69929081742a9e0aa87ed9c6963b9c786aadaf568eacd16e725262bc0179,IHI002,Hist Eco Soc e Pol do Bras II
1e7c761dd55b1800af62f2b7cdbac480d2d78b9a47163eeaacf6434bd1f2d50c,EFA109,Introd Estudo Corporeidade Ef
9b323c2dafa67646e59c51e10718fee8d3c0e4e9f3607cedb7bf2ddd35d6136c,EFC119,Fundamentos do Atletismo
57eb759db05df7ab6ebacb7de595fb74b846e947336e03a27f2cf9d7f2ea7570,EFJ110,História da Educação Física
631a8e25ce5ceb7cbd41c98f7d6fce96bb076a51d99d16470a194c9baca70905,EFL221,Fundamentos da Capoeira
8f0389070fd56cc8bb23be320468b61534e06161c6c9fccff6cd5c4b3dcca9ea,EFN119,Introd a Metodologia Cientific
e2cdfbf3956eb76dd647d775aa98c11db608c870465469e25431d8f8c8ab96ee,BMA132,Anatomia para Educacao Fisica
da39739cb2ba78c4b065d09bfca56d0d4c3f2c72a8f6e694e996854984e12173,EFC471,Educacão Física Adaptada
3abbf627efe74b6f3db554d321f1857e9c180da2ad43e3c2110328c9962a1186,EFJ123,Fundamentos do Basquetebol
f66436028c5badffe7708436fa2168c3291efffd445ee3749d5050db9993703b,IQB122,Bioquímica Ef
9cff198136b4efed2da42ddd03775ece878916e01a93051e0030403f0ef0fa5f,EFC235,Psicomotricidade
a26c03d61b6efb0d8222331a331b58f39037426bd46ee393253c3ccae64c22cc,EFJ240,Fundamentos do Handebol
e817a2eda686be8bfcb75a7a2056af33447e402f3b942ff072c4908fb1fd5a36,EFJ242,Fundamentos do Voleibol
854b5030ed0d69ca91ef18da9290633553099564a328a72615a1f7c5de423185,FMT351,Socorros Urgentes
459e6024d9f2b404253cc63d7c1b791aba53f47fbd57a17ed9ca8491652671a5,CFF204,Fisiologia E. I
6af8bf78a22c69e82386b03127b333f9dc02a2d8836742a4dd518b64761c1308,EFA360,Folcl Bras: Danças e Folguedos
3a8a3e6d6ce0ee6f340fe3a4b7e9640ad96b43fecede467b13044c17c5c7d7e4,EFF121,Cinesiologia Ef
98dd376d53053fabcdbf6fd9c9617aa74cea2f473bb4fd98436b6d1ddfed1ddf,EFN120,Fundamentos da Ginástica
e4c51d1cdb18fc36d8312773224688358a982ffe9046c2ff64c72bbd32740c06,EFN221,Educação Física e Ludicidade
fc824b9478da276d28dc44dd0285fc49b7ff4fa4b2a8cba1b171143aff796f90,EFN235,Fundament Ginástica Artística
3978305897086db0387015c2720012584733cf254a27248978bfa213bfd1bfee,EDA234,Educacao Brasileira
b926d9ed87eacb2779b8a3d3a9bd4c0fc2448a8a0dc29bfc5b83aa4bddfda80e,EDD241,Didática
abfb1613881bd41a7cfb71a343fd147b02287647c2888b90c0192a74205f1dec,EFA123,Perspec Filosóf da Ed Física
7aefc17d228b8e355499487a8c228e9b50820c9b1975ecd0144c9abd020cd8b1,EFJ602,Fundamentos do Futebol
06fcc9f6829643acd3ea70137967e0a9a02f321b4fabc764c9622fcef1681ff1,EFL350,Esgrima I
1eb541b0b43197d58092f4d85e06d1e0826ac00a13b5eb73741f8cd9e0998d78,EFN360,Metodologia da Pesq em Ed Fis
cae49e36099a0699e7f9a226fe1912b09fb5dadcf8285bc69d64eb32210e623b,EDD545,Didática da Educação Física I
7ba77fa821656757be365016299beed6315f295fc70080564f1db457c5d9092a,EDF120,Filos Educacao Mundo Ocidental
2f81981b65d2b540e6926918158f8307230299c21d19e9199912376508b098c3,EDF240,Fundamentos Sociológ Educação
2b07b1e560ff8dfdb351a25a3bcab22c3ea8c3e268f4c4490afd7b58e182eef6,EFN368,Ed Física na Educação Infantil
22f0a4fc7e667bb36a55d691974a37f932e1ee0ba27d074eb64e4a976e7cbfbc,EFN473,Ed Física Ensino Fundamental
6610589d52b07fa84b7a7c1ac3f4f160dff3549854fce0aed666514fd2b1ad0b,EDD619,Didatica da Educação Fisica II
3043201fe7484d804de2a0cdec9339dd226ba2df3ed92e988d50fa4b6dd95d81,EDF245,Psicologia da Educação
6388b16693ccac28054c7b71051bd50355f59bcdc9cf9c9615d0e2d50f3ff663,EFF240,Fisiologia do Exercício I
240ceb401d67a702c436938ed5a7179bfd628195af1f68e7f0289b4494dd12d8,EDDU18,Prat Ens Ed Física Est Superv
82fef03afb5ce61c51b9901bd609af14384f2f2db7060d471afa39a0cd87a1f1,EFN482,Educação Física Ensino Médio
c4efa2cb59ccc9038cc40af09e93f84fdd19b4e8060fd58ab1ff4c563325d673,EFF601,Aval da Performance Humana
72baabc1785b41a06c71734805fa541976876ee22d53c6e7063dde106dfc6750,EFC123,Fundamentos da Natação
0a9db4c6f6716696813a8d766f2e6806726007257bafcdf6cc6342c954a9268e,EFWK01,Monografia
e5f4f8c27fbb6d70dcf7e7b6c6af8ededaefd0eae8a96371ba747698aebd03c1,EFWX01,Atividades Complementares
d38ae887b65bfc2e4bbcde7e06cb898f7b56ae3587b371b081368a2e36d25594,LEC160,Latim Genérico I
17370fec20603eb7a4ea4b08a8619278170332e29db8c8d6d6ee593235bc088f,LEF140,Linguistica I
a9adc303415420ea894f6ffcf6e0979e46de4416ca6ad18795ae53d8cff9cc91,LEG102,Inglês I
e264a9b647d051c694e4705be4f5e6dbeeb261c050fb7b80c5e07e69702d10a4,LEL100,Teoria Literária I
01d4cb2ce06f612de07e3b4f380c74758a8e2d7621543b38757fc986e6f746c3,LEV100,Variação em Língua Portuguesa
f68c8939354fed5c6b5d73e312bd24c2e89c0cb6d873cd175d3db01dd4410a6b,LEWX02,Produção Leitura Textos Lp
7acf91bd08d052c7287e032928844d6a2c9ee3db1ec652c175742c125d5341da,LEWX27,Prática Oral em Inglês I
464b69d81a340b9bd5feac18e3439589b0df0791be2fb68612308d6d8d2153a3,LEC115,Grego Genérico II
6c81620885235f05850461fb31c574d54d12c619cd49544c7cf034cdb0855171,LEC166,Latim Genérico II
a6e95748543c0a09cd862d500de27258842a85a1d6a24cd93fd240d4485b331b,LEF150,Linguística II
227104d7287194eb6d857d92e4518af126c8a06f8e798da684e8e682fa0def07,LEG112,Inglês II
4ada33697ff8ec340e1283c04c877cda6e2636276576495bc9f2ee0eb004ea22,LEL110,Teoria Literária II
136811e048cd2b8b71ec3e6436c9b6854a14b5ad186b0eaf7e000838aac65a0c,LEWX28,Prática Escrita em Inglês I
cff1b09382df485518b1fe0304a86da5e5c83da895f654b779f4b8f16d56e086,LEC262,Latim Genérico III
c19f30e59abaf2c900519a5001258a006e9fd1c9ab465ac5777819b49f498dc8,LEF240,Linguística III
34617a35c57376df716e42eecc86e089e3e3022a7e7909b0c1a47a1b4f8a8785,LEF450,Sem Est Ling e Filologia I
5a2034bce0801b4446cc457b2b376faa976108c721b61faf458b3e8852de7f45,LEG202,Ingles III
ccfbffbd200807e8d8a36a7340505b0a9d2e1128d49c6e1a9c41f73240424e6d,LEG246,Intr Literaturas Ling Inglesa
bbe3665a4792963f87e360fccd46cf9a9ff358e12d62e463ed7112d1915ad9fd,LEL260,Literatura Comparada I
44ff3cb558e42d8f996384af43619efe87d7888f8c2c024a22813975d5692bd5,LEL287,Fund Cult Lit Brasileira
64a23e645bab638a295e0f3ab112b50345a07b7670ba9dfdd3fba5f5db9e7c46,LEV112,Fonologia da Língua Portuguesa
a57141f162217c94904282d3f2ab9c16b7d3a60252910fab4f3454735f54d92f,LEF451,Sem Est Ling e Filologia II
8a1199efb6de688721985c7d47a6872b89171cf814b9425616601c8a5f4cce97,LEL200,Teoria Literária III
04d16ee4c7bfdb0b13796ec7e5d702a38e71d542d237f63bdaa324afe4cf1fe1,LEL267,Literatura Comparada II
99072251c0fca09291efdd9a06eee0c2d2f7129a149a8c23e114fc44d90ba4ce,LEL210,Teoria Literária IV
cb63ebfed1504ec0ad44968dd5455afcc9362eb1f980b0054d26012023508b90,LEWX04,Linguistica IV
3bcb5b60d5e99f22e88a5fcd7d9bfb238732e3f4ecbd1bc679d1cafd901a4825,LEWX30,Prática Escrita em Inglês II
c599f92d6d54058d78b73f15ca3f1150ba24a37660a5c1c062c01f3b1a240511,LEC266,Latim Genérico IV
a700923d99f144481de889c7f3aaa92fd8e4df674db9a3b23952a9288ce367dc,LEG212,Ingles IV
926c13e6f31699113e6d0c9428c05169e11d4ecd544ba44d5330b7e3196e642a,LEV200,Morfologia Língua Portuguesa
cf903db337a4fe492ef6a5388f5fbc7fe4791f6c03a4d7f9fb9ede2df6067aa0,LEV450,Narrativa Portuguesa
70a54e8fc43faaa490782ecdb7e8c8f0467234dab4f70544dacebe292218a1c2,LEV557,Poesia Africana em Ling Port
38f1b59ca08ba4fd8e7cb30274cfead4750031f1021c46b002095826f0c72230,EDW001,Profissão Docente
9714c50ae362540eb8249c2a2884d3f6819c97acb45b0478a8f01018818fba84,LEG301,Ingles V
f17c71f331d4e934a0b20991042c7c784eef0f1b4fae35cf494c7399845f395a,LEV210,Morfossintaxe Líng Portuguesa
45fda110920615ae428bee1aeb0761eb7f5f743418eab0b9b1cb18497c2aacd5,LEV308,Literatura Bras I - Poesia
423444d5f55d7fcead9a202ad191e223e027d4b51c8662c63097c191bebb4390,LEV669,Ficção Africana em Ling Port
840a9d8568c0a28565e3d548676a8f56bc71d77a6d4c01ff5ae894ec6696351b,LEG222,Narrativa em Líng Inglesa I
d3fa9e25acafce550fb8953b3ffb28e2864a04bbb3ac87082b39dbf9d455acc5,LEG311,Ingles VI
dd53b077095c3e67490a92db7a58ba63017df8e31bab3f8c00bdad0b48210c20,LEV309,Literatura Bras II - Ficção
f61d9193531cbc0d732c19a15ed1aace3b496933c039f07130b8d3cdf65a82f0,LEV310,História da Língua Portuguesa
aa526cb68cf2650c5251d7e9cd985afad9d435dfc3eb2fd0532b3465aaac1b91,LEV343,Poesia Portuguesa
5a76b4ef7ea4e0a116b7291a90d72d51b8fb78e002cf72b9828ddfd2a838c2f4,LEV604,Inic Pesq Letr Vernaculas I
5f244f9ae83bf29b6bdae6760f21a62226136c9a6257a75649251ba7cb0792bb,LEV300,Sintaxe da Língua Portuguesa
f113cfffd87184e3e3acb85aedd980a59bca4f927d94438b00f74329ac6e5957,LEV417,Temas e Problemas da Lit Bras
b0f916ba9eca8b8fccd404606ae6ae75209dd29f9bf992bf995d4b47d6591efe,LEV605,Inic Pesq Letr Vernaculas II
cea2a50fc8f71736c288d2e8e54c7df930023e387172cb67019d194bdd7c96d4,EDD517,Did Ling Port e Literaturas I
0ad6959d62f1d87df6bd14bf8e4c0afb49887ebc03a600773578362ec79492a8,EDD519,Didática de Inglês I
1b8bf9e44e0f6b1c0e574325e58c8a3a4b1dcdff354e7c73eb98c3500404a85f,LEG430,a Literatura do Renascimento
8951fb6f8d7cf8f57567a5f40bb12e17932a0a7a1546515d98256940b0c7a524,LEV606,Metod Pesq Letr Vernaculas I
1a3e269b7df0403248832e626a63172e40021deb64b1c688a60d2e78b0a669f4,LEWX29,Prática Oral em Inglês II
d7e231aba55bcaa7b2803ba58b82a8a7363d6748bb43c296817d852dea51766d,EDD625,Did Ling Port e Literaturas II
9b8255fc2d4df7f1ac28407d7b8530e38e8e8654e5d258c3ee46961ae101fc9e,EDD626,Didatica de Ingles II
b14c318c76a3ff171101f4da3d8f9e742c7fe830a59c5049e8edd2d83f44fc72,LEG322,Narrativa em Líng Inglesa II
